,Employee ID,Full Name,Start Date,Title,Supervisor,Mail,Business Unit,Employee Status,Job Type,Zone,Contract Type,Termination Type,Department,Division,Date of Birth,State,Job,Gender,Zipcode,RaceDesc,Marital Status,Performance Score,Current Employee Rating
2207,2634,Hezekiah Mcgee,12-Mar-23,Administrative Assistant,David Clark,hezekiah.mcgee@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,Unknown,Sales,Field Operations,16-02-1943,Washington,Technician,Female,12008,Asian,Single,Fully Meets,4
2208,2635,Maxim Phillips,01-May-19,Accountant I,Lauren Shepard,maxim.phillips@bilearner.com,SVG,Active,Full-Time,Zone B,Temporary,Voluntary,Admin Offices, General - Conference,26-07-1957,Massachussets,Locator,Female,86499,Asian,Divorced,Fully Meets,1
2209,2636,Gwendolyn Hogan,13-Sep-18,Area Sales Manager,Jason Hayes,gwendolyn.hogan@bilearner.com,PYZ,Active,Full-Time,Zone B,Temporary,Resignation,Sales,General - Engineering,20-11-1970,Massachussets,Technician,Male,12113,Asian,Married,Fully Meets,5
2210,2637,Kaia Hernandez,16-Nov-22,Area Sales Manager,Troy Bennett,kaia.hernandez@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Unknown,Sales,Project Management - Con,04-10-1967,Massachussets,Supervisor,Male,39143,Asian,Divorced,Fully Meets,5
2211,2638,Mathias Tran,20-Nov-21,Area Sales Manager,Michelle Guzman,mathias.tran@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Voluntary,Sales,Cable Television,10-01-1957,Arizona,Supervisor,Male,16470,Asian,Divorced,Fully Meets,2
2212,2639,Simeon Roy,29-Sep-20,Area Sales Manager,Sandra Young,simeon.roy@bilearner.com,PL,Active,Part-Time,Zone C,Temporary,Unknown,Sales,Project Management - Con,22-09-1975,Arizona,Manager,Male,56991,Asian,Married,Fully Meets,2
2213,2640,Magdalena Whitehead,28-Aug-21,Area Sales Manager,Jacob Perez,magdalena.whitehead@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Voluntary,Sales,Wireline Construction,06-11-1962,Arizona,Foreman,Male,9642,Black,Single,Fully Meets,4
2214,2641,Gwendolyn Mccall,28-Apr-21,Area Sales Manager,Lisa Dyer,gwendolyn.mccall@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Voluntary,Sales,Aerial,20-07-1975,Arizona,Groundman,Male,23897,Asian,Married,Fully Meets,2
2215,2642,Demarion Harrington,15-Jun-22,Area Sales Manager,Rebecca Taylor DVM,demarion.harrington@bilearner.com,SVG,Active,Full-Time,Zone C,Full-Time,Voluntary,Sales,Field Operations,13-06-1951,Alabama,Laborer,Male,65470,Asian,Divorced,Fully Meets,4
2216,2643,Katelyn Brown,15-Apr-22,Area Sales Manager,Deborah Stephens,katelyn.brown@bilearner.com,EW,Active,Full-Time,Zone A,Temporary,Voluntary,Sales,Wireline Construction,24-12-1966,Tennesse,Clerical,Male,60277,Black,Divorced,Fully Meets,5
2217,2644,Miranda Keith,19-Jul-20,Area Sales Manager,Patrick Lopez,miranda.keith@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Involuntary,Sales,Aerial,23-01-1999,Tennesse,Lineman,Male,25859,Other,Single,Fully Meets,5
2218,2645,Breanna Kerr,02-Jul-20,Area Sales Manager,Nicholas Martinez,breanna.kerr@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Unknown,Sales,Wireline Construction,27-06-1947,Tennesse,Manager,Male,22815,Asian,Married,Fully Meets,4
2219,2646,Saniya Ho,04-Aug-19,Area Sales Manager,Cathy Whitehead,saniya.ho@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Unknown,Sales,Project Management - Con,17-06-2001,Idaho,Manager,Male,87653,Black,Widowed,Fully Meets,1
2220,2647,Rylan Key,09-Jan-19,Area Sales Manager,Lisa Johnson,rylan.key@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Unknown,Sales,Project Management - Con,03-11-1950,Idaho,Coordinator,Male,33659,Hispanic,Single,Fully Meets,5
2221,2648,Nathaly Stevens,01-Oct-22,Area Sales Manager,William Fernandez,nathaly.stevens@bilearner.com,NEL,Active,Part-Time,Zone A,Part-Time,Unknown,Sales,Fielders,05-07-1994,Idaho,Engineer,Male,92454,Other,Married,Fully Meets,2
2222,2649,Maximus Delgado,28-Sep-20,Area Sales Manager,Leslie Scott,maximus.delgado@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Retirement,Sales,Project Management - Con,21-03-1973,New York,Coordinator,Female,59871,White,Widowed,Fully Meets,4
2223,2650,Karley Long,15-Nov-18,Administrative Assistant,Vanessa Donaldson DVM,karley.long@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,Unknown,Sales,Project Management - Con,15-08-1964,Washington,Project Manager,Female,28100,Black,Single,Fully Meets,1
2224,2651,Demarcus Frazier,24-Nov-20,Administrative Assistant,Steven Saunders,demarcus.frazier@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,Unknown,Sales,Project Management - Con,02-03-1992,Washington,Coordinator,Female,30181,Hispanic,Divorced,Fully Meets,2
2225,2652,Fernando Richard,09-Jul-23,Administrative Assistant,Virginia Smith,fernando.richard@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Voluntary,Sales,General - Selling General and Administrative,08-03-1954,Massachussets,Manager,Female,15228,Other,Widowed,Fully Meets,4
2226,2653,Keon Gonzalez,20-Apr-23,Area Sales Manager,Brett Vargas,keon.gonzalez@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Retirement,Sales,Wireline Construction,21-04-1944,Massachussets,Operator,Male,25594,White,Widowed,Fully Meets,1
2227,2654,Lauryn Anthony,22-Aug-19,Area Sales Manager,Mark Hernandez,lauryn.anthony@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Resignation,Sales, General - Conference,09-07-1955,Massachussets,Operator,Male,97492,Black,Divorced,Fully Meets,4
2228,2655,Amanda Allison,02-Aug-22,Area Sales Manager,John Wright,amanda.allison@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Voluntary,Sales, General - Conference,08-11-1964,Arizona,Manager,Male,48881,Black,Divorced,Fully Meets,2
2229,2656,Urijah Houston,31-Oct-18,Area Sales Manager,Tony Moore,urijah.houston@bilearner.com,PL,Active,Part-Time,Zone B,Part-Time,Voluntary,Sales,Aerial,10-02-1957,Arizona,Splicer,Male,71509,Hispanic,Single,Fully Meets,4
2230,2657,Trace Brandt,23-Nov-21,Area Sales Manager,Jeffrey Hodge,trace.brandt@bilearner.com,BPC,Active,Contract,Zone B,Temporary,Voluntary,Sales,Internet Service Provider,06-06-1995,Arizona,Manager,Male,27097,White,Widowed,Fully Meets,2
2231,2658,Yuliana Levine,01-Jul-23,Area Sales Manager,Emily Simmons,yuliana.levine@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Involuntary,Sales,Engineers,28-03-1960,Arizona,Technician,Male,74016,Black,Married,Fully Meets,2
2232,2659,Bailey Hays,18-Jul-22,Area Sales Manager,Jessica Gomez,bailey.hays@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Unknown,Sales, General - Conference,13-07-1990,Alabama,Administrative,Male,71519,Black,Single,Fully Meets,2
2233,2660,Sanaa Valenzuela,09-Aug-19,Area Sales Manager,Cheryl Moody,sanaa.valenzuela@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Unknown,Sales,Shop (Fleet),27-10-1959,Tennesse,Mechanic,Male,33045,Asian,Divorced,Fully Meets,4
2234,2661,Avah Hayes,06-Jul-21,Area Sales Manager,Patrick Coleman,avah.hayes@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,Unknown,Sales,Engineers,11-08-1970,Tennesse,Administrative,Male,65089,Black,Married,Fully Meets,2
2235,2662,Cody Bates,02-Feb-21,Area Sales Manager,Brittney Young,cody.bates@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Unknown,Sales, General - Conference,12-09-1945,Idaho,Foreman,Male,94177,Asian,Single,Fully Meets,2
2236,2663,Eli Grant,06-Jan-23,Area Sales Manager,Ryan Ward,eli.grant@bilearner.com,PYZ,Active,Part-Time,Zone B,Part-Time,Resignation,Sales,Splicing,21-07-1971,Idaho,Technician,Male,51278,Hispanic,Divorced,Fully Meets,5
2237,2664,Felipe Rollins,13-Nov-21,Area Sales Manager,Rose Cunningham,felipe.rollins@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Unknown,Sales,Project Management - Con,25-06-1961,Idaho,Manager,Male,14665,Hispanic,Divorced,Fully Meets,1
2238,2665,Abdiel Good,15-Mar-20,Area Sales Manager,Jessica Harrison,abdiel.good@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Unknown,Sales,Splicing,14-07-1991,New York,Splicer,Male,33859,Hispanic,Married,Fully Meets,4
2239,2666,Kaylyn Frye,07-Nov-18,Area Sales Manager,Taylor Lopez,kaylyn.frye@bilearner.com,PL,Active,Part-Time,Zone C,Full-Time,Retirement,Sales,Yard (Material Handling),19-01-1946,Washington,Runner,Female,91544,Other,Single,Fully Meets,4
2240,2667,Marisol Alvarez,03-Oct-19,Administrative Assistant,Joshua Brown,marisol.alvarez@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,Retirement,Sales,Billable Consultants,08-10-1965,Washington,Engineer,Female,9760,Other,Widowed,Fully Meets,2
2241,2668,Lane Willis,12-Aug-22,Administrative Assistant,Roger Campbell,lane.willis@bilearner.com,CCDR,Active,Contract,Zone C,Part-Time,Resignation,Sales, General - Conference,12-11-1978,Massachussets,Technician,Female,94176,Asian,Married,Fully Meets,2
2242,2669,Jade Becker,22-Dec-18,Administrative Assistant,Jordan Alexander,jade.becker@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,Unknown,Sales,Field Operations,19-01-1952,Massachussets,Foreman,Female,46445,Black,Single,Fully Meets,1
2243,2670,Vincent Logan,27-Mar-21,Area Sales Manager,Alexander Holmes,vincent.logan@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Unknown,Sales,Engineers,06-03-1994,Massachussets,Engineer,Male,54346,Other,Widowed,Fully Meets,1
2244,2671,Nasir Glass,18-Jul-22,Area Sales Manager,Andrea Whitaker,nasir.glass@bilearner.com,WBL,Active,Part-Time,Zone C,Temporary,Unknown,Sales,Field Operations,23-06-1944,Massachussets,Coordinator,Male,10712,Asian,Widowed,Fully Meets,5
2245,2672,Quincy Shannon,09-Apr-20,Area Sales Manager,Carrie Wells,quincy.shannon@bilearner.com,NEL,Active,Contract,Zone A,Full-Time,Involuntary,Sales,Fielders,23-07-1999,Arizona,Engineer,Male,3413,Asian,Married,Fully Meets,1
2246,2673,Alena Walter,07-Jan-22,Area Sales Manager,David Figueroa,alena.walter@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Unknown,Sales,Splicing,19-07-1999,Arizona,Splicer,Male,80938,Other,Single,Fully Meets,4
2247,2674,Clay Compton,15-Jul-22,Area Sales Manager,Kevin Parrish,clay.compton@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Unknown,Sales,Fielders,16-12-1968,Arizona,Engineer,Male,31528,White,Widowed,Fully Meets,1
2248,2675,Kayden Fernandez,29-Nov-20,Area Sales Manager,Monica Miller,kayden.fernandez@bilearner.com,CCDR,Active,Part-Time,Zone C,Part-Time,Resignation,Sales,Engineers,07-06-1946,Alabama,Engineer,Male,11366,Hispanic,Divorced,Fully Meets,5
2249,2676,Bryson Giles,20-Mar-19,Area Sales Manager,Brandi Collins,bryson.giles@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Resignation,Sales,Engineers,01-08-1972,Alabama,Engineer,Male,19248,Asian,Single,Fully Meets,2
2250,2677,Demarcus Small,16-Mar-19,Area Sales Manager,Jimmy Jones,demarcus.small@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Resignation,Sales,Splicing,13-10-1990,Tennesse,Director,Male,8371,Hispanic,Divorced,Fully Meets,1
2251,2678,Presley Dodson,30-May-21,Area Sales Manager,Bruce Roy,presley.dodson@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Unknown,Sales,Field Operations,01-05-1966,Idaho,Laborer,Male,90990,White,Single,Fully Meets,5
2252,2679,Christine Giles,17-Nov-22,Area Sales Manager,Heather Wright,christine.giles@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Unknown,Sales, General - Conference,20-10-1951,Idaho,Foreman,Male,80607,Hispanic,Divorced,Fully Meets,5
2253,2680,Jasmine Rogers,25-Dec-20,Area Sales Manager,Joseph Rivas,jasmine.rogers@bilearner.com,PYZ,Active,Contract,Zone A,Full-Time,Involuntary,Sales,Billable Consultants,24-01-1948,Idaho,Engineer,Male,30228,Black,Single,Fully Meets,2
2254,2681,Jaime Greer,16-Jun-20,Area Sales Manager,Hannah Rose,jaime.greer@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,Involuntary,Sales,Field Operations,04-02-1984,Idaho,Technician,Male,47652,Black,Married,Fully Meets,1
2255,2682,Keagan Hutchinson,28-Jul-20,Area Sales Manager,Zachary Ortiz,keagan.hutchinson@bilearner.com,NEL,Active,Contract,Zone A,Temporary,Unknown,Sales,Field Operations,05-06-1976,New York,Supervisor,Male,73798,Asian,Widowed,Fully Meets,2
2256,2683,Charlize Ballard,31-Dec-21,Area Sales Manager,Kimberly Soto,charlize.ballard@bilearner.com,PL,Active,Contract,Zone A,Temporary,Unknown,Sales, General - Conference,14-10-1952,Washington,Laborer,Female,86439,Other,Divorced,Fully Meets,4
2257,2684,Kendrick Pollard,07-Feb-22,Administrative Assistant,Nicholas Huang,kendrick.pollard@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Retirement,Sales,General - Selling General and Administrative,07-10-1983,Massachussets,Manager,Female,60915,White,Widowed,Fully Meets,5
2258,2685,Meadow Reed,23-Nov-21,Administrative Assistant,Joshua Rosales,meadow.reed@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Resignation,Sales,General - Selling General and Administrative,08-08-1964,Massachussets,Supervisor,Female,9417,Black,Divorced,Fully Meets,2
2259,2686,Ryker Hopkins,15-Aug-21,Area Sales Manager,Nicholas Graham,ryker.hopkins@bilearner.com,PYZ,Active,Contract,Zone C,Part-Time,Unknown,Sales,Project Management - Con,09-05-1955,Massachussets,Technician,Male,56247,Other,Single,Fully Meets,4
2260,2687,Bruno Ashley,21-Jun-21,Area Sales Manager,Christopher Black,bruno.ashley@bilearner.com,WBL,Active,Part-Time,Zone A,Full-Time,Unknown,Sales,Engineers,16-03-1945,Arizona,Engineer,Male,88522,White,Single,Fully Meets,2
2261,2688,Luciana Steele,13-Feb-21,Area Sales Manager,Edward Lane,luciana.steele@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Unknown,Sales,Engineers,09-02-1967,Arizona,Engineer,Male,97840,Black,Married,Fully Meets,1
2262,2689,Johnathon Serrano,28-Dec-20,Area Sales Manager,David Craig,johnathon.serrano@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Unknown,Sales,Wireline Construction,09-05-1954,Arizona,Foreman,Male,72339,Other,Single,Fully Meets,1
2263,2690,Joaquin Cuevas,12-Apr-22,Area Sales Manager,Elizabeth Garrison,joaquin.cuevas@bilearner.com,BPC,Active,Part-Time,Zone B,Part-Time,Involuntary,Sales,Project Management - Con,14-04-1997,Arizona,Field Project Manager,Male,28406,Black,Married,Fully Meets,4
2264,2691,Soren Downs,02-Jan-19,Area Sales Manager,Taylor Huerta,soren.downs@bilearner.com,CCDR,Active,Part-Time,Zone C,Full-Time,Unknown,Sales,General - Selling General and Administrative,29-11-1972,Alabama,Supervisor,Male,85311,Black,Widowed,Fully Meets,1
2265,2692,Ralph Stone,01-Aug-20,Area Sales Manager,Denise Adams,ralph.stone@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Voluntary,Sales,Underground,22-11-1997,Tennesse,Foreman,Male,97985,White,Widowed,Fully Meets,4
2266,2693,Malcolm Rivas,14-Oct-20,Area Sales Manager,Ryan Flores,malcolm.rivas@bilearner.com,EW,Active,Part-Time,Zone C,Temporary,Unknown,Sales,General - Selling General and Administrative,26-09-1987,Tennesse,Assistant,Male,52988,White,Married,Fully Meets,4
2267,2694,Adam Beltran,26-May-23,Area Sales Manager,Mackenzie Cole,adam.beltran@bilearner.com,MSC,Active,Full-Time,Zone C,Full-Time,Involuntary,Sales,Engineers,15-12-1980,Idaho,Director,Male,16500,Black,Widowed,Fully Meets,4
2268,2695,Isis Ortega,26-Aug-21,Area Sales Manager,Emily Jones,isis.ortega@bilearner.com,TNS,Active,Full-Time,Zone A,Temporary,Retirement,Sales,Underground,24-10-1960,Idaho,Laborer,Male,70237,Other,Married,Fully Meets,2
2269,2696,Meadow Delgado,20-Nov-22,Area Sales Manager,Chelsea Garcia,meadow.delgado@bilearner.com,PYZ,Active,Contract,Zone A,Temporary,Retirement,Sales,Project Management - Con,09-03-1953,Idaho,Manager,Male,18726,Other,Married,Fully Meets,4
2270,2697,Benjamin Goodman,22-Feb-20,Area Sales Manager,Jacob Simmons,benjamin.goodman@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Unknown,Sales,Splicing,08-02-1964,New York,Laborer,Male,21341,White,Married,Fully Meets,1
2271,2698,Jaycee Alexander,04-Apr-21,Area Sales Manager,Samuel Phillips,jaycee.alexander@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Unknown,Sales,Field Operations,01-02-1969,New York,Operator,Male,46549,Hispanic,Single,Fully Meets,4
2272,2699,Cannon Gray,05-Aug-23,Area Sales Manager,Stephen Burns,cannon.gray@bilearner.com,PL,Active,Contract,Zone C,Temporary,Unknown,Sales,Engineers,24-08-1985,Washington,Engineer,Female,8797,Other,Married,Fully Meets,5
2273,2700,Brynn Kennedy,10-Jan-23,Administrative Assistant,Nicholas White,brynn.kennedy@bilearner.com,BPC,Active,Full-Time,Zone B,Temporary,Resignation,Sales,Project Management - Con,01-09-1992,Massachussets,Manager,Female,20560,Other,Single,Fully Meets,4
2274,2701,Branden Ali,19-Apr-19,Administrative Assistant,Gregory Hill,branden.ali@bilearner.com,CCDR,Active,Contract,Zone A,Full-Time,Unknown,Sales,Field Operations,06-09-1959,Massachussets,Controller,Female,11623,Black,Married,Fully Meets,5
2275,2702,Sophie Carrillo,02-Oct-19,Area Sales Manager,Anna Henry,sophie.carrillo@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Unknown,Sales,Aerial,18-09-1962,Massachussets,Foreman,Male,80318,Asian,Married,Fully Meets,2
2276,2703,Saul Shaw,14-Nov-18,Area Sales Manager,Jennifer Alvarez,saul.shaw@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,Unknown,Sales, General - Conference,07-04-1986,Arizona,Laborer,Male,37397,Other,Single,Fully Meets,5
2277,2704,Isla Mcdaniel,27-Jan-20,Area Sales Manager,Ashley Larson,isla.mcdaniel@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Voluntary,Sales,Field Operations,30-07-1998,Arizona,Technician,Male,39020,Black,Widowed,Fully Meets,4
2278,2705,Lea Cantu,04-Nov-18,Area Sales Manager,Donna Hurst,lea.cantu@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Unknown,Sales, General - Conference,24-10-2000,Arizona,Supervisor,Female,57908,Hispanic,Divorced,Fully Meets,2
2279,2706,Yadiel Riggs,13-Dec-18,Area Sales Manager,Eric Byrd,yadiel.riggs@bilearner.com,NEL,Active,Part-Time,Zone A,Part-Time,Involuntary,Sales,Field Operations,24-09-1975,North Carolina,Electrician,Male,39922,Asian,Widowed,Fully Meets,2
2280,2707,Annalise Olsen,28-Nov-22,Area Sales Manager,Brianna Johnson,annalise.olsen@bilearner.com,PL,Active,Full-Time,Zone B,Part-Time,Unknown,Sales, General - Conference,20-08-1992,Alabama,Foreman,Male,95876,White,Married,Fully Meets,4
2281,2708,Theodore Castro,08-Jun-22,Area Sales Manager,Savannah Oconnell,theodore.castro@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Involuntary,Sales, General - Conference,31-07-1965,Tennesse,Foreman,Male,47846,Asian,Married,Fully Meets,2
2282,2709,Emily Freeman,03-Apr-22,Area Sales Manager,Madison Kemp,emily.freeman@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Unknown,Sales,Field Operations,28-01-1985,Idaho,Locator,Male,62350,Asian,Married,Fully Meets,2
2283,2710,Madyson Yates,28-Feb-22,Area Sales Manager,Julian Bowen,madyson.yates@bilearner.com,TNS,Active,Part-Time,Zone C,Full-Time,Unknown,Sales,Field Operations,14-04-1994,Idaho,Manager,Male,45874,Black,Single,Fully Meets,5
2284,2711,Rachel Bowers,19-Aug-21,Area Sales Manager,Brittany Dickerson,rachel.bowers@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unknown,Sales,Field Operations,09-06-1973,Idaho,Technician,Male,54605,Black,Divorced,Fully Meets,2
2285,2712,Helen Humphrey,19-Aug-18,Area Sales Manager,Richard Henry,helen.humphrey@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Unknown,Sales, General - Conference,08-07-1992,New York,Foreman,Male,42080,Other,Married,Fully Meets,1
2286,2713,Abagail Villanueva,15-Oct-19,Area Sales Manager,Whitney Ross,abagail.villanueva@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Unknown,Sales,Aerial,09-02-1997,New York,Foreman,Male,92148,Black,Married,Fully Meets,5
2287,2714,Julie Lloyd,23-Feb-23,Area Sales Manager,Keith Martinez,julie.lloyd@bilearner.com,NEL,Active,Part-Time,Zone C,Temporary,Resignation,Sales,Field Operations,11-07-1972,Washington,Tower Hand,Male,3780,Asian,Widowed,Fully Meets,1
2288,2715,Alejandro Wilkinson,01-Feb-23,Area Sales Manager,Robert Avery,alejandro.wilkinson@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Unknown,Sales,Field Operations,18-08-1995,Washington,Manager,Female,44669,Asian,Divorced,Fully Meets,4
2289,2716,Yadiel Mata,07-May-23,Administrative Assistant,Jesse Torres,yadiel.mata@bilearner.com,BPC,Active,Contract,Zone A,Temporary,Unknown,Sales,Executive,21-12-1969,Massachussets,Chief Financial Officer,Female,22894,Asian,Widowed,Fully Meets,2
2290,2717,Colt Sutton,26-May-20,Area Sales Manager,William Garner,colt.sutton@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Unknown,Sales,Field Operations,05-11-1995,Massachussets,Supervisor,Male,77267,Black,Divorced,Fully Meets,1
2291,2718,Madalyn Prince,09-Feb-22,Area Sales Manager,Matthew Willis,madalyn.prince@bilearner.com,WBL,Active,Part-Time,Zone A,Part-Time,Unknown,Sales,Aerial,26-01-1999,Arizona,Laborer,Male,91638,Other,Married,Fully Meets,5
2292,2719,Clara Stewart,20-Jun-22,Area Sales Manager,Monica Sims,clara.stewart@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Voluntary,Sales,Finance & Accounting,11-02-1996,Arizona,Intern,Male,35738,Hispanic,Divorced,Fully Meets,4
2293,2720,Cheyenne Herman,08-Jan-22,Area Sales Manager,Kathleen Hickman,cheyenne.herman@bilearner.com,PL,Active,Contract,Zone A,Temporary,Retirement,Sales,Field Operations,13-08-1994,North Carolina,Top Hand,Female,26500,Asian,Widowed,Fully Meets,4
2294,2721,Emerson Zavala,01-Mar-20,Area Sales Manager,Brendan Melendez,emerson.zavala@bilearner.com,BPC,Active,Full-Time,Zone A,Full-Time,Unknown,Sales,Shop (Fleet),15-11-1981,North Carolina,Manager,Male,6085,Hispanic,Married,Fully Meets,4
2295,2722,Sawyer Oneal,05-Oct-20,Area Sales Manager,Wendy Sullivan,sawyer.oneal@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,Unknown,Sales, General - Conference,02-12-1979,Alabama,Technician,Male,15704,White,Single,Fully Meets,2
2296,2723,Kyleigh Mathis,12-May-21,Area Sales Manager,Ariel Davis,kyleigh.mathis@bilearner.com,SVG,Active,Part-Time,Zone C,Temporary,Voluntary,Sales,Field Operations,17-03-1975,Tennesse,Technician,Male,37293,White,Widowed,Fully Meets,2
2297,2724,Maximus Mcdowell,01-Jan-23,Area Sales Manager,Nicholas Robinson,maximus.mcdowell@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Involuntary,Sales,Cable Television,15-01-1943,Idaho,Foreman,Male,96396,Other,Divorced,Fully Meets,1
2298,2725,Dean Little,18-Nov-19,Area Sales Manager,Elaine Johnson,dean.little@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Unknown,Sales,Field Operations,21-07-1969,Idaho,Laborer,Male,25528,White,Single,Fully Meets,4
2299,2726,Martin Herrera,12-May-21,Area Sales Manager,Rachel White,martin.herrera@bilearner.com,TNS,Active,Contract,Zone B,Full-Time,Retirement,Sales,Wireline Construction,23-02-1971,New York,Groundman,Male,20036,Asian,Single,Fully Meets,2
2300,2727,Uriah Briggs,14-Feb-20,Area Sales Manager,Sheri Valenzuela,uriah.briggs@bilearner.com,PYZ,Active,Contract,Zone C,Full-Time,Resignation,Sales, General - Conference,12-10-1984,New York,Lineman,Male,83448,White,Divorced,Fully Meets,5
2301,2728,Kianna Little,08-May-20,Area Sales Manager,Brandon Perez,kianna.little@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Involuntary,Sales,Splicing,07-09-1956,Washington,Foreman,Male,16416,Hispanic,Single,Fully Meets,2
2302,2729,David Kirk,10-Dec-18,Area Sales Manager,Kathryn Kidd DVM,david.kirk@bilearner.com,NEL,Active,Part-Time,Zone B,Full-Time,Unknown,Sales,Engineers,10-03-1948,Washington,Engineer,Female,83077,Hispanic,Divorced,Fully Meets,2
2303,2730,Alexandra Bryant,08-Dec-21,Area Sales Manager,Mario Moran,alexandra.bryant@bilearner.com,PL,Active,Contract,Zone B,Part-Time,Unknown,Sales,Underground,28-07-1967,Vermont,Operator,Female,23617,Hispanic,Single,Fully Meets,2
2304,2731,Denzel Jensen,31-Jan-19,Administrative Assistant,Brian Allen,denzel.jensen@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Unknown,Sales, General - Conference,30-12-1949,Massachussets,Technician,Female,24569,Other,Married,Fully Meets,1
2305,2732,Fletcher Maxwell,31-Aug-22,Area Sales Manager,Stephanie Jackson,fletcher.maxwell@bilearner.com,PYZ,Active,Contract,Zone A,Full-Time,Retirement,Sales,Shop (Fleet),07-04-1989,Maine,Shop,Male,37938,Black,Single,Fully Meets,2
2306,2733,Davian Davis,01-Feb-22,Area Sales Manager,Rodney Robinson,davian.davis@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Unknown,Sales,General - Selling General and Administrative,05-01-1996,Arizona,Administrator,Male,53746,Black,Single,Fully Meets,5
2307,2734,Maxim Mooney,02-Dec-20,Area Sales Manager,Alicia Mitchell,maxim.mooney@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Unknown,Sales, General - Conference,03-12-1948,Arizona,Laborer,Female,51967,Black,Married,Fully Meets,4
2308,2735,Santiago Rosales,16-Oct-20,Area Sales Manager,Melissa Ray,santiago.rosales@bilearner.com,PL,Active,Contract,Zone B,Part-Time,Unknown,Sales,Field Operations,10-04-2001,North Carolina,Groundman,Female,26584,Asian,Single,Fully Meets,2
2309,2736,Zara Werner,27-May-20,Area Sales Manager,Michael Garza,zara.werner@bilearner.com,BPC,Active,Contract,Zone A,Full-Time,Unknown,Sales, General - Conference,13-02-1963,Alabama,Laborer,Male,2091,Other,Married,Fully Meets,5
2310,2737,Darian Hansen,20-Aug-21,Area Sales Manager,Victoria Padilla,darian.hansen@bilearner.com,CCDR,Active,Full-Time,Zone C,Temporary,Retirement,Sales, General - Conference,26-05-1972,Utah,Technician,Male,84906,Black,Married,Fully Meets,4
